venue,innings,batting_team,bowling_team,team1avgscore,team2avgecoscore,team1vsteam2avgscore,team1venueavgscore,team2venueavgecoscore,venueavgscore,Totalppscore
MA Chidambaram Stadium,1,Chennai Super Kings,Rajasthan Royals,46,44,47,47,52,47,29
Punjab Cricket Association Stadium,1,Punjab Kings,Delhi Capitals,46,46,50,48,52,47,54
Punjab Cricket Association Stadium,2,Delhi Capitals,Punjab Kings,45,46,43,41,47,47,49
Sawai Mansingh Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,44,45,41,45,43,44,55
Sawai Mansingh Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,44,44,45,49,43,44,48
Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,44,45,46,45,45,43,40
Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,45,43,42,37,43,43,34
Arun Jaitley Stadium,2,Sunrisers Hyderabad,Delhi Capitals,45,46,46,47,49,47,62
Arun Jaitley Stadium,1,Delhi Capitals,Sunrisers Hyderabad,45,43,44,46,42,47,36
M Chinnaswamy Stadium,2,Kolkata Knight Riders,Royal Challengers Bangalore,45,45,49,48,46,45,59
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,44,45,41,44,39,45,53
MA Chidambaram Stadium,1,Chennai Super Kings,Punjab Kings,45,46,45,47,46,46,54
MA Chidambaram Stadium,2,Punjab Kings,Chennai Super Kings,46,45,46,38,46,47,46
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Mumbai Indians,45,43,43,45,38,43,39
Rajiv Gandhi International Stadium,1,Mumbai Indians,Sunrisers Hyderabad,44,43,40,43,42,43,30
Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,45,44,41,46,43,44,65
M Chinnaswamy Stadium,2,Delhi Capitals,Royal Challengers Bangalore,45,45,46,49,46,45,53
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Delhi Capitals,44,46,45,44,44,45,40
Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,44,45,45,45,39,44,28
Punjab Cricket Association Stadium,2,Punjab Kings,Sunrisers Hyderabad,46,43,45,48,49,47,38
Punjab Cricket Association Stadium,1,Sunrisers Hyderabad,Punjab Kings,45,46,47,48,47,47,27
MA Chidambaram Stadium,2,Chennai Super Kings,Kolkata Knight Riders,45,45,50,47,56,47,40
MA Chidambaram Stadium,1,Kolkata Knight Riders,Chennai Super Kings,45,45,47,50,46,46,29
Wankhede Stadium,1,Punjab Kings,Mumbai Indians,46,43,45,49,43,43,50
Wankhede Stadium,2,Mumbai Indians,Punjab Kings,44,46,45,45,48,43,50
Sawai Mansingh Stadium,1,Rajasthan Royals,Chennai Super Kings,44,45,44,44,40,44,54
Sawai Mansingh Stadium,2,Chennai Super Kings,Rajasthan Royals,45,45,46,43,44,44,24
Eden Gardens,2,Delhi Capitals,Kolkata Knight Riders,45,45,45,44,45,46,57
Eden Gardens,1,Kolkata Knight Riders,Delhi Capitals,45,46,44,47,45,46,41
Punjab Cricket Association Stadium,2,Royal Challengers Bangalore,Punjab Kings,44,46,46,52,46,47,63
Punjab Cricket Association Stadium,1,Punjab Kings,Royal Challengers Bangalore,46,46,45,48,47,47,60
Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,44,43,42,46,43,43,59
Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,44,44,42,45,45,44,57
Rajiv Gandhi International Stadium,1,Delhi Capitals,Sunrisers Hyderabad,45,42,44,46,42,43,51
Eden Gardens,1,Kolkata Knight Riders,Chennai Super Kings,45,45,46,47,45,46,49
Eden Gardens,2,Chennai Super Kings,Kolkata Knight Riders,45,45,49,42,45,46,44
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Delhi Capitals,45,46,46,44,41,43,40
Wankhede Stadium,2,Mumbai Indians,Royal Challengers Bangalore,44,46,42,45,45,44,67
Wankhede Stadium,1,Royal Challengers Bangalore,Mumbai Indians,44,43,42,45,43,44,45
Punjab Cricket Association Stadium,2,Rajasthan Royals,Punjab Kings,44,46,49,46,47,47,54
Punjab Cricket Association Stadium,1,Punjab Kings,Rajasthan Royals,46,44,44,48,54,48,39
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Chennai Super Kings,45,45,46,44,47,43,68
Rajiv Gandhi International Stadium,1,Chennai Super Kings,Sunrisers Hyderabad,45,43,45,43,42,43,41
Arun Jaitley Stadium,1,Mumbai Indians,Delhi Capitals,44,46,46,49,50,47,56
Arun Jaitley Stadium,2,Delhi Capitals,Mumbai Indians,45,43,44,46,47,47,48
Eden Gardens,1,Royal Challengers Bangalore,Kolkata Knight Riders,44,45,42,42,45,46,42
Eden Gardens,2,Kolkata Knight Riders,Royal Challengers Bangalore,45,46,49,47,53,46,37
Sawai Mansingh Stadium,2,Rajasthan Royals,Mumbai Indians,44,43,43,45,40,44,60
Arun Jaitley Stadium,2,Delhi Capitals,Punjab Kings,45,46,44,46,48,47,60
Arun Jaitley Stadium,1,Punjab Kings,Delhi Capitals,46,46,50,52,50,47,50
Sawai Mansingh Stadium,1,Mumbai Indians,Rajasthan Royals,44,44,42,36,43,44,45
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Kolkata Knight Riders,45,45,45,45,50,43,72
Rajiv Gandhi International Stadium,1,Kolkata Knight Riders,Sunrisers Hyderabad,45,43,44,41,42,44,61
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,44,45,42,44,47,45,49
M Chinnaswamy Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,45,46,46,46,46,45,32
Sawai Mansingh Stadium,2,Delhi Capitals,Rajasthan Royals,45,44,46,48,43,44,59
Sawai Mansingh Stadium,1,Rajasthan Royals,Delhi Capitals,44,46,45,45,46,44,52
MA Chidambaram Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,45,45,47,50,46,46,54
MA Chidambaram Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,45,43,45,47,44,46,49
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Punjab Kings,44,46,46,44,46,45,70
M Chinnaswamy Stadium,2,Punjab Kings,Royal Challengers Bangalore,46,46,46,46,46,45,68
Eden Gardens,2,Rajasthan Royals,Kolkata Knight Riders,44,45,44,45,45,46,55
Eden Gardens,1,Kolkata Knight Riders,Rajasthan Royals,45,45,43,46,40,46,32
MA Chidambaram Stadium,1,Mumbai Indians,Chennai Super Kings,44,45,46,50,46,46,45
MA Chidambaram Stadium,2,Chennai Super Kings,Mumbai Indians,45,43,42,47,47,46,40
Sawai Mansingh Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,44,43,41,45,46,44,60
Sawai Mansingh Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,45,44,45,42,44,45,51
Arun Jaitley Stadium,2,Royal Challengers Bangalore,Delhi Capitals,44,46,45,48,50,47,64
Arun Jaitley Stadium,1,Delhi Capitals,Royal Challengers Bangalore,45,46,46,46,47,48,59
Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,45,43,40,46,42,46,50
Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,44,45,45,45,46,46,41
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Punjab Kings,45,47,46,45,45,44,77
Rajiv Gandhi International Stadium,2,Punjab Kings,Sunrisers Hyderabad,46,43,44,45,43,44,44
MA Chidambaram Stadium,2,Delhi Capitals,Chennai Super Kings,45,45,44,44,46,46,59
MA Chidambaram Stadium,1,Chennai Super Kings,Delhi Capitals,45,47,48,47,46,46,27
Wankhede Stadium,2,Sunrisers Hyderabad,Mumbai Indians,45,43,42,43,43,44,59
Wankhede Stadium,1,Mumbai Indians,Sunrisers Hyderabad,44,43,40,46,36,44,44
Punjab Cricket Association Stadium,2,Kolkata Knight Riders,Punjab Kings,45,47,50,50,47,47,62
Punjab Cricket Association Stadium,1,Punjab Kings,Kolkata Knight Riders,46,45,46,48,42,48,41
M Chinnaswamy Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,45,46,45,45,46,45,52
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,44,43,41,45,46,45,49
Arun Jaitley Stadium,2,Delhi Capitals,Rajasthan Royals,45,44,47,46,46,48,46
Arun Jaitley Stadium,1,Rajasthan Royals,Delhi Capitals,44,46,45,45,50,48,30
Punjab Cricket Association Stadium,2,Punjab Kings,Chennai Super Kings,46,45,46,48,56,47,67
Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,45,43,41,41,43,44,49
Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,44,45,45,45,48,44,46
Punjab Cricket Association Stadium,1,Chennai Super Kings,Punjab Kings,45,47,45,44,47,48,42
MA Chidambaram Stadium,2,Mumbai Indians,Chennai Super Kings,44,45,46,49,46,46,44
MA Chidambaram Stadium,1,Chennai Super Kings,Mumbai Indians,45,43,41,46,46,46,32
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Delhi Capitals,Sunrisers Hyderabad,45,43,44,38,36,39,55
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Delhi Capitals,46,46,46,43,45,40,54
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Chennai Super Kings,Delhi Capitals,45,46,47,42,47,40,42
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Delhi Capitals,Chennai Super Kings,45,45,45,42,41,40,41
Rajiv Gandhi International Stadium,2,Chennai Super Kings,Mumbai Indians,45,43,41,43,38,44,53
Rajiv Gandhi International Stadium,1,Mumbai Indians,Chennai Super Kings,44,45,46,42,51,44,45
Narendra Modi Stadium,1,Mumbai Indians,Chennai Super Kings,44,45,46,51,43,38,51
Narendra Modi Stadium,2,Chennai Super Kings,Mumbai Indians,45,43,41,52,31,38,31
Dubai International Cricket Stadium,2,Punjab Kings,Delhi Capitals,46,46,50,35,43,41,35
Dubai International Cricket Stadium,1,Delhi Capitals,Punjab Kings,45,47,44,46,23,40,23
Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,44,43,41,37,38,39,53
Dubai International Cricket Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,46,46,46,49,41,40,48
Sharjah Cricket Stadium,1,Rajasthan Royals,Chennai Super Kings,44,45,44,54,54,41,54
Sharjah Cricket Stadium,2,Chennai Super Kings,Rajasthan Royals,45,44,45,53,53,42,53
Narendra Modi Stadium,1,Mumbai Indians,Kolkata Knight Riders,44,45,45,41,41,38,59
Narendra Modi Stadium,2,Kolkata Knight Riders,Mumbai Indians,45,43,41,29,31,39,33
Dubai International Cricket Stadium,1,Punjab Kings,Royal Challengers Bangalore,46,46,47,34,43,40,48
Dubai International Cricket Stadium,2,Royal Challengers Bangalore,Punjab Kings,44,47,47,42,33,41,36
Dubai International Cricket Stadium,1,Delhi Capitals,Chennai Super Kings,45,46,44,38,34,41,36
Dubai International Cricket Stadium,2,Chennai Super Kings,Delhi Capitals,45,46,46,49,40,40,34
Narendra Modi Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,45,43,44,30,52,39,52
Narendra Modi Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,46,45,46,40,45,39,40
Sharjah Cricket Stadium,2,Rajasthan Royals,Punjab Kings,44,47,50,53,49,43,69
Sharjah Cricket Stadium,1,Punjab Kings,Rajasthan Royals,46,45,44,41,46,45,60
Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Mumbai Indians,44,43,42,40,41,40,59
Dubai International Cricket Stadium,2,Mumbai Indians,Royal Challengers Bangalore,44,46,43,37,44,41,35
Narendra Modi Stadium,1,Sunrisers Hyderabad,Delhi Capitals,46,46,46,40,38,39,38
Narendra Modi Stadium,2,Delhi Capitals,Sunrisers Hyderabad,45,43,44,34,41,39,34
Dubai International Cricket Stadium,1,Kolkata Knight Riders,Rajasthan Royals,45,45,42,42,42,41,42
Dubai International Cricket Stadium,2,Rajasthan Royals,Kolkata Knight Riders,45,45,45,39,39,41,39
Narendra Modi Stadium,1,Mumbai Indians,Punjab Kings,44,47,45,47,47,39,41
Narendra Modi Stadium,2,Punjab Kings,Mumbai Indians,46,43,45,57,31,39,41
Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,46,45,48,49,35,41,42
Dubai International Cricket Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,45,43,45,44,43,41,36
Sharjah Cricket Stadium,2,Kolkata Knight Riders,Delhi Capitals,45,46,44,58,43,46,58
Sharjah Cricket Stadium,1,Delhi Capitals,Kolkata Knight Riders,45,45,45,30,57,46,57
Narendra Modi Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,44,45,46,50,32,39,50
Narendra Modi Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,44,46,42,35,38,40,38
Dubai International Cricket Stadium,2,Chennai Super Kings,Punjab Kings,45,47,45,42,34,40,60
Sharjah Cricket Stadium,2,Sunrisers Hyderabad,Mumbai Indians,45,43,43,41,56,47,56
Sharjah Cricket Stadium,1,Mumbai Indians,Sunrisers Hyderabad,44,43,40,48,45,47,48
Dubai International Cricket Stadium,1,Punjab Kings,Chennai Super Kings,46,45,47,38,36,41,46
Dubai International Cricket Stadium,1,Delhi Capitals,Royal Challengers Bangalore,45,46,47,38,42,41,63
Dubai International Cricket Stadium,2,Royal Challengers Bangalore,Delhi Capitals,44,46,46,44,38,42,43
Narendra Modi Stadium,1,Mumbai Indians,Rajasthan Royals,44,45,43,45,36,40,57
Narendra Modi Stadium,2,Rajasthan Royals,Mumbai Indians,44,43,44,36,34,40,31
Narendra Modi Stadium,2,Chennai Super Kings,Kolkata Knight Riders,45,45,49,45,44,40,54
Narendra Modi Stadium,1,Kolkata Knight Riders,Chennai Super Kings,45,45,46,34,46,40,51
Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Punjab Kings,46,47,48,47,40,42,58
Dubai International Cricket Stadium,2,Punjab Kings,Sunrisers Hyderabad,46,43,44,40,41,42,45
Sharjah Cricket Stadium,1,Delhi Capitals,Rajasthan Royals,45,45,47,39,50,47,50
Sharjah Cricket Stadium,2,Rajasthan Royals,Delhi Capitals,44,46,44,58,48,48,41
Narendra Modi Stadium,2,Punjab Kings,Kolkata Knight Riders,46,46,46,51,46,41,47
Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,44,45,43,44,38,42,36
Dubai International Cricket Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,45,46,45,45,46,42,26
Narendra Modi Stadium,1,Kolkata Knight Riders,Punjab Kings,45,47,51,37,45,41,25
Narendra Modi Stadium,1,Delhi Capitals,Mumbai Indians,45,43,45,29,33,40,46
Narendra Modi Stadium,2,Mumbai Indians,Delhi Capitals,44,46,46,48,36,40,44
Dubai International Cricket Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,44,43,42,38,42,42,36
Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,46,45,46,49,44,42,26
Sharjah Cricket Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,44,46,42,49,53,47,47
Sharjah Cricket Stadium,2,Kolkata Knight Riders,Royal Challengers Bangalore,45,46,49,50,36,47,43
Dubai International Cricket Stadium,1,Chennai Super Kings,Sunrisers Hyderabad,45,43,45,42,41,41,44
Dubai International Cricket Stadium,2,Sunrisers Hyderabad,Chennai Super Kings,45,45,47,45,38,41,40
Dubai International Cricket Stadium,2,Rajasthan Royals,Delhi Capitals,44,46,44,37,39,41,50
Dubai International Cricket Stadium,1,Delhi Capitals,Rajasthan Royals,45,45,47,43,38,41,47
Sharjah Cricket Stadium,1,Royal Challengers Bangalore,Punjab Kings,44,47,47,48,55,47,57
Sharjah Cricket Stadium,2,Punjab Kings,Royal Challengers Bangalore,46,46,47,47,38,47,56
Narendra Modi Stadium,2,Mumbai Indians,Kolkata Knight Riders,44,46,46,47,46,41,51
Narendra Modi Stadium,1,Kolkata Knight Riders,Mumbai Indians,45,43,41,35,35,41,33
Dubai International Cricket Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,44,46,42,40,43,42,51
Dubai International Cricket Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,44,45,46,43,40,42,47
Sharjah Cricket Stadium,2,Delhi Capitals,Chennai Super Kings,45,45,44,42,45,48,41
Sharjah Cricket Stadium,1,Chennai Super Kings,Delhi Capitals,45,46,46,50,46,47,39
Narendra Modi Stadium,2,Sunrisers Hyderabad,Kolkata Knight Riders,45,46,46,39,46,41,54
Dubai International Cricket Stadium,2,Punjab Kings,Mumbai Indians,46,43,45,41,46,42,51
Narendra Modi Stadium,1,Kolkata Knight Riders,Sunrisers Hyderabad,45,43,45,35,38,41,48
Dubai International Cricket Stadium,1,Mumbai Indians,Punjab Kings,44,47,45,36,44,42,43
Narendra Modi Stadium,1,Chennai Super Kings,Rajasthan Royals,45,45,46,47,40,41,43
Narendra Modi Stadium,2,Rajasthan Royals,Chennai Super Kings,44,45,45,35,47,41,31
Dubai International Cricket Stadium,2,Punjab Kings,Delhi Capitals,46,46,49,43,41,42,57
Dubai International Cricket Stadium,1,Delhi Capitals,Punjab Kings,45,47,43,43,44,42,53
Narendra Modi Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,44,46,42,36,47,41,44
Dubai International Cricket Stadium,2,Sunrisers Hyderabad,Rajasthan Royals,46,45,45,44,41,43,52
Dubai International Cricket Stadium,1,Rajasthan Royals,Sunrisers Hyderabad,44,43,42,42,41,43,47
Sharjah Cricket Stadium,2,Mumbai Indians,Chennai Super Kings,44,45,46,42,44,47,52
Sharjah Cricket Stadium,1,Chennai Super Kings,Mumbai Indians,45,43,41,46,43,47,24
Dubai International Cricket Stadium,2,Sunrisers Hyderabad,Punjab Kings,46,47,48,45,45,43,52
Dubai International Cricket Stadium,1,Punjab Kings,Sunrisers Hyderabad,46,43,44,45,42,43,47
Narendra Modi Stadium,1,Kolkata Knight Riders,Delhi Capitals,45,46,45,36,38,41,36
Narendra Modi Stadium,2,Delhi Capitals,Kolkata Knight Riders,45,46,46,34,47,41,36
Narendra Modi Stadium,1,Mumbai Indians,Rajasthan Royals,44,45,43,47,41,41,59
Narendra Modi Stadium,2,Rajasthan Royals,Mumbai Indians,44,43,43,34,35,41,55
Dubai International Cricket Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,45,46,44,42,44,43,48
Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,44,45,42,43,38,43,46
Sharjah Cricket Stadium,1,Kolkata Knight Riders,Punjab Kings,45,47,50,47,56,46,54
Sharjah Cricket Stadium,2,Punjab Kings,Kolkata Knight Riders,46,46,46,49,51,47,36
Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Delhi Capitals,46,46,46,46,43,43,77
Dubai International Cricket Stadium,2,Delhi Capitals,Sunrisers Hyderabad,45,43,44,45,42,44,54
Narendra Modi Stadium,1,Royal Challengers Bangalore,Mumbai Indians,44,43,43,38,37,41,54
Narendra Modi Stadium,2,Mumbai Indians,Royal Challengers Bangalore,44,46,43,49,37,42,41
Dubai International Cricket Stadium,1,Kolkata Knight Riders,Chennai Super Kings,45,45,46,36,39,44,48
Dubai International Cricket Stadium,2,Chennai Super Kings,Kolkata Knight Riders,45,45,49,43,44,44,44
Narendra Modi Stadium,2,Rajasthan Royals,Punjab Kings,44,47,51,37,40,42,66
Narendra Modi Stadium,1,Punjab Kings,Rajasthan Royals,46,45,45,50,43,42,53
Sharjah Cricket Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,46,46,46,46,42,46,58
Dubai International Cricket Stadium,2,Mumbai Indians,Delhi Capitals,44,46,46,38,47,44,38
Sharjah Cricket Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,44,43,42,50,46,47,30
Dubai International Cricket Stadium,1,Delhi Capitals,Mumbai Indians,45,43,45,46,47,44,22
Narendra Modi Stadium,2,Chennai Super Kings,Punjab Kings,45,47,46,46,45,42,57
Dubai International Cricket Stadium,1,Kolkata Knight Riders,Rajasthan Royals,45,45,42,40,43,44,55
Narendra Modi Stadium,1,Punjab Kings,Chennai Super Kings,46,45,47,51,44,43,53
Dubai International Cricket Stadium,2,Rajasthan Royals,Kolkata Knight Riders,44,45,45,43,44,44,41
Narendra Modi Stadium,2,Delhi Capitals,Royal Challengers Bangalore,45,46,47,35,38,43,53
Narendra Modi Stadium,1,Royal Challengers Bangalore,Delhi Capitals,44,46,46,42,38,43,40
Sharjah Cricket Stadium,2,Sunrisers Hyderabad,Mumbai Indians,46,43,44,49,37,46,55
Sharjah Cricket Stadium,1,Mumbai Indians,Sunrisers Hyderabad,44,43,40,45,42,46,48
Dubai International Cricket Stadium,1,Mumbai Indians,Delhi Capitals,44,46,46,38,46,44,63
Dubai International Cricket Stadium,2,Delhi Capitals,Mumbai Indians,45,43,44,43,42,44,32
Narendra Modi Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,46,46,46,43,42,43,48
Narendra Modi Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,44,43,41,42,41,43,32
Narendra Modi Stadium,1,Delhi Capitals,Sunrisers Hyderabad,45,43,44,38,39,43,64
Narendra Modi Stadium,2,Sunrisers Hyderabad,Delhi Capitals,46,46,47,44,38,43,49
Dubai International Cricket Stadium,2,Mumbai Indians,Delhi Capitals,44,46,46,41,48,44,61
Dubai International Cricket Stadium,1,Delhi Capitals,Mumbai Indians,45,43,43,42,41,44,41
MA Chidambaram Stadium,2,Royal Challengers Bangalore,Mumbai Indians,44,43,43,42,44,46,46
MA Chidambaram Stadium,1,Mumbai Indians,Royal Challengers Bangalore,44,46,43,48,46,46,41
Wankhede Stadium,2,Delhi Capitals,Chennai Super Kings,45,45,44,38,44,44,65
Wankhede Stadium,1,Chennai Super Kings,Delhi Capitals,45,46,45,37,49,44,33
MA Chidambaram Stadium,1,Kolkata Knight Riders,Sunrisers Hyderabad,45,43,45,48,44,46,50
MA Chidambaram Stadium,2,Sunrisers Hyderabad,Kolkata Knight Riders,46,45,46,51,54,46,35
